"ENGINEERING CUTOFF RANK OF CET-2015 - (ROUND-3 ALLOTMENT) ( General ) 21-07-2015"
"1     E001   University Visveswariah College of Engineering          Bangalore"
"1G    1K    1R       2AG  2AK    2AR  2BG   2BK   2BR    3AG  3AK   3AR    3BG  3BK  3BR    GM   GMK   GMR   SCG   SCK   SCR   STG  STK   STR"
"1G    1K    1R      2AG    2AK     2AR     2BG   2BK   2BR   3AG        3AK    3AR    3BG   3BK     3BR      GM     GMK     GMR     SCG    SCK    SCR   STG       STK    STR"
"CE   Civil           22623   --    --     25141   --       --      --    --   --     --        --     --      --    --     --     19114   25813   28074   32564   --      --  31658      --    44938"
"CS   Computers       23091   --    --     21250   --     34067   16087   -- 100134 11141       --     --    11814 22012    --     10013   16477   18934   39713   --    42974 27199      --      --"
"EC   Electronics     13976   --    --     18050   --     18199   32724   --   --   10838       --     --    10479   --     --      9698   15380   13049   38020   --    45345   --       --      --"
"IE   Info.Science    29867   --    --     21942   --     39939   24360   --   --   13225       --     --    13428   --     --     13214   27163   22160   52710   --      --    --       --      --"
"MD   Med.Elect.        --    --    --     58983   --       --      --    --   --     --        --     --    50031   --     --     30822     --    57795     --    --      --    --       --      --"
"ME   Mechanical      26326   --    --     25558   --     29052   25760 33021  --   20083       --     --    21377   --     --     18827     --    28630   39346   --    43628 29251      --      --"
"61     E061   University B.D.T. college of Engineering         Davangere"
"1G    1K    1R      2AG   2AK   2AR   2BG   2BK   2BR   3AG   3AK   3AR   3BG   3BK   3BR    GM   GMK                       GMR      SCG  SCK     SCR     STG     STK    STR"
"CE Civil             22674   --    --     30161 --    31865 30971   --    --  27774 27865   --  22709   --    --  21373 21468                     25817   33311   --    43677   29147    --    31893"
"CS Computers         37334   --    --     28604 --    31420 33821 41959 88720 27519   --  34348 23375   --    --  20854 24474                     22126   52651   --    55627   31735    --      --"
"EC Electronics       18456   --    --     25833 26731 33545 22875   --    --  27171   --    --  21577   --  25585 15181 15505                     24994   44218 49219   55921   26366    --      --"
"EE Electrical        29288   --  38228    29479 --    38428 34695   --    --  26970   --    --  24054 29788 27772 23085 24249                     27667   51641   --    52811   29525    --      --"
"EI Elec. Inst.       98735 102385 --      92436 -- 104609 73345     --    --  52605   --  80396 53248   --    --  50420 69184                     70695   106399 --       --    93495    --      --"
"Engineering"
"IP Ind.Prodn.        79037   --    --     109415109554    --     90344     --    --    98219   --     --    78475   --     --     76868 85891 87170 112006        --     --     112026   --     --"
"                                                           ENGINEERING CUTOFF RANK OF CET-2015 - (ROUND-3 ALLOTMENT) ( General ) 21-07-2015"
"61     E061   University B.D.T. college of Engineering      Davangere"
"1G     1K    1R    2AG   2AK   2AR   2BG         2BK    2BR   3AG      3AK    3AR     3BG    3BK    3BR    GM   GMK   GMR   SCG   SCK   SCR   STG           STK    STR"
"ME Mechanical         39449    --    --   31321 32413 35620 35004        --    66761 35409     --     --     28017   --    30145 26303 26553 29247 49127 50931 52796 32280          --     --"
"62     E062   Bapuji Institute of Engineering and Technology        Davangere"
"1G    1K    1R   2AG   2AK    2AR   2BG          2BK    2BR     3AG    3AK    3AR     3BG   3BK   3BR    GM   GMK        GMR      SCG  SCK      SCR   STG  STK     STR"
"BM Bio Medical       90233   --    --  58437 --      --     --          --      --      --    --     --       --    --    --  56309   --       65146     --    --      -- 104254 --       --"
"BT Bio Technology      --    --    --  71159 94614 110569 79448         --      --    74176   --     --     53931   --    --  53511   --       61319   112304 --       --   70832 --      --"
"CE Civil             29239   --  38173 30414 --    33538 25405          --      --    22751   --     --     23661   --    --  20296 22433      25250   42164 51225   52325 25757  --      --"
"CH Chemical            --    --    --  54237 --    82257 71234          --      --    50692   --     --     46600   --    --  44211 70044      81927     --    --      --     --  --      --"
"CS Computers         24427   --    --  27966 29656 30696 21447          --    51503   13959   --     --     17399   --    --  12618 17541      19945   61165 77944   83891 23588  --      --"
"EC Electronics       21766   --  28162 22806 --    53227 21756          --      --    12553   --     --     12146 23707 27562 11464 12706      15938   33192   --    107802 26032 --      --"
"EE Electrical        33502 63949   --  28219 --    60963 20814          --      --    20483   --     --     20642   --    --  19846   --       26783   34609   --    64469    --  --      --"
"EI Elec. Inst.         --    --    --  74974 --      --   79645         --      --    65486   --     --       --    --    --  49979 73444      87726   60365   --      --   84591 --      --"
"Engineering"
"IE Info.Science   43799       --    --   41543     --   53506 36831   --    --  35051 45621 42837 26401             --      --  24864 25156 31195 106762      --       --  40525   --     --"
"ME Mechanical     23836       --    --   29329     --   42951 25849 41054 39902 24612   --    --  22369             --    26684 20682 20719 22276 60021       --     94375 28305   --     --"
"TX Textiles       100732      --    --   99183     --     --    --    --    --  94666   --    --  70576             --      --  69039 70342 69277 106773      --       --    --    --     --"
"63     E063   S J M Institute of Technology      Chitradurga"
"1G     1K    1R     2AG  2AK      2AR   2BG   2BK       2BR  3AG  3AK         3AR  3BG   3BK        3BR     GM    GMK   GMR   SCG  SCK         SCR   STG    STK    STR"
"AU    Automobile        --     --    --     --   --        --    --    --       --    --  --          --    --    --        --    110577 --     --    --   --           --    --    --     --"
"CE    Civil           82403    --    --   66216 --       99566 65279   --       --  59375 --          --  60213 62765       --    58947   --  61516 68181  --         71480   --    --     --"
"CS    Computers       112440   --    --   107748 --        -- 104799 --         -- 105957 --          -- 109602 --          --    103748103843109236104030 --           --    --    --     --"
"EC    Electronics     112345   --    --     --   --        --    --    --       --    --  --          -- 112007 --          --    111944 --     --    --   --           --    --    --     --"
"EE    Electrical        --     --    --     --   --        --    --    --       --    --  --          --    --    --        --    110010 --     --    --   --           --    --    --     --"
"ME    Mechanical      88930    --    --   94902 --         --  83674 87597      --  80334 --          --  78379   --        --    77348 80541 87103 97377  --           --  89995   --     --"
"64     E064   Adhichunchanagiri Institute of Technology        Chickmagalur"
"1G    1K    1R   2AG   2AK   2AR   2BG           2BK    2BR     3AG    3AK    3AR     3BG   3BK   3BR    GM   GMK   GMR    SCG  SCK    SCR   STG            STK    STR"
"CE    Civil           37958 72665   --  43760 --    55997 33907          --    37196   32750   --      --    32274   --  41447 27898 36532 29167 58960   --  66523 39655            --     --"
"CS    Computers       28018   --    --  39140 60126   --  30428          --      --    30940   --    39337   28986   --    --  26909 33787 38471 108106 --     --   60420           --     --"
"EC    Electronics     33424   --  50556 37052 --    58950 39903          --      --    25570   --      --    30270 42272 38254 25050 27482 27762 79807   --  85087 42897            --     --"
"EE    Electrical      71039   --    --  59232 --      --  36093          --      --    45716   --      --    34437   --    --  33080 33699 63603 95965   --    --   44133           --     --"
"IE    Info.Science    59926   --    --  77882 --      --  37233          --      --    39687   --      --    49764   --    --  37157   -- 104763110820 --      --     --            --     --"
"ME    Mechanical      54497   --    --  47149 --    54201 48520          --      --    37122   --    48218   34398   --    --  33541 40351 42144 93619 94702 110516 65819           --     --"
"65     E065   Jawaharlal Nehru National College of Engineering         Shimoga"
"1G    1K    1R   2AG   2AK   2AR   2BG   2BK   2BR   3AG               3AK    3AR     3BG   3BK   3BR    GM      GMK     GMR     SCG   SCK    SCR   STG     STK    STR"
"CE    Civil           42997   --    --  32864 --    32935 35964   --  77279 28631              --      --    29955 32815 31150 27321    31428   28819   36994   --  60039 33868     --     --"
"CS    Computers       23162   --  35536 20913 --    33292 27478   --    --  17944              --      --    20629   --    --  15603    22222   24532   55397 83540 106649 25560    --     --"
"EC    Electronics     18154   --    --  20888 --    31517 17390 39414   --  26562              --    29701   17858   --    --  15046    21397   29063   61519   --  67051 34755     --     --"
"EE    Electrical      33781 73156   --  33540 --      --  32464   --    --  29661              --    49984   29587   --    --  29270      --    37756   52989   --    --   44422    --     --"
"IE    Info.Science    39174   --    --  29944 30914 44458 28437   --  51390 29524              --      --    27174   --    --  26966    27184   37280   72989   --  49155 45285     --     --"
"ME    Mechanical      38028   --  42278 36102 --    45207 28347   --    --  27376              --      --    29727   --  34226 26992    30897   33901   53413 86046 97793 32012     --     --"
"TC    Telecommn.      79234   --    --  60761 --      --  60566   --    --  90454              --      --    51423   --    --  51342      --    76631   93488   --    --     --     --     --"
"70     E070   Bahubali College of Engineering      Shravanabelogala"
"1G     1K    1R     2AG  2AK      2AR     2BG    2BK    2BR  3AG  3AK         3AR  3BG  3BK         3BR   GM   GMK    GMR   SCG  SCK           SCR  STG  STK       STR"
"CE    Civil             --     --    --   107775 --       --      --     --     --   --   --          --  66003 --          --  60793   --  61194 112356 --            --   --   --        --"
"CS    Computers         --     --    --   104375 --       --      --     --     -- 105521 --          --    --  --          -- 102486 -- 102570103473 --               -- 103813 --        --"
"EC    Electronics     103645   --    --   95287 --        --      --     --     --   --   --          -- 104649 --          --  85628 86437 102773 90820 --            --   --   --        --"
"IE    Info.Science      --     --    --     --   --       --      --     --     --   --   --          --    --  --          -- 105708 --      --     --  --            --   --   --        --"
"ME    Mechanical        --     --    --     --   --       --      --     --     -- 100120 --          --  94703 --          --  90271   --  98303    --  --            --   --   --        --"
"71     E071   Vidya Vardhaka College of Engineering      Mysore"
"1G     1K     1R   2AG   2AK   2AR   2BG         2BK    2BR   3AG      3AK    3AR    3BG  3BK   3BR    GM   GMK   GMR   SCG   SCK    SCR   STG              STK    STR"
"CE Civil              20784    --     --  23719 --      --  28624        --      --  19834     --    27250 27388   --    --  18618 19853 26682 44666   --    --     --              --    34987"
"CS Computers          19588    --   44891 15639 27465 27072 15038        --      --  13326     --      --  12243   --  21247 10551 21586 16426 49345 53714 111829 22244             --      --"
"EC Electronics        17794    --     --  12038 --    31666 18294        --    25687 8750      --      --   9631 20052   --   8121 18355 17548 37388   --  45260 14454              --      --"
"                                                            ENGINEERING CUTOFF RANK OF CET-2015 - (ROUND-3 ALLOTMENT) ( General ) 21-07-2015"
"71     E071   Vidya Vardhaka College of Engineering       Mysore"
"1G    1K     1R      2AG   2AK   2AR   2BG        2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR    GM   GMK   GMR   SCG   SCK   SCR   STG                 STK     STR"
"EE Electrical        19915   --     --     19759 45359 33752 37219       --     --     15368   --     --     18795   --      --  12422   --  16535 29367   --  60880   --                 --      --"
"IE Info.Science      20587   --     --     15799 --    25219 19240       --     --     13521   --     --     16029   --      --  12958 24357 24748 85726   --    --  40197                --      --"
"ME Mechanical        33819   --     --     24833 --    35005 22540       --     --     21039   --     --     27916   --    34535 17332 18273 21900 34523 52151 55751 34393                --      --"
"75     E075   Ballari Institute of Technology and Management         Bellary"
"1G    1K      1R      2AG  2AK     2AR     2BG    2BK    2BR     3AG   3AK     3AR     3BG    3BK    3BR      GM   GMK   GMR    SCG   SCK  SCR   STG               STK     STR"
"CE   Civil             --    --    81415   56850 --      74021     --    --      --      --    --     --     54623   --      --    39941 49671 54914 53529 102165 --   50195              --      --"
"CS   Computers       47680   --      --    111834 --       --    61338   --      --    51983   --     --     31841   --      --    31482   --  56989 109193 --    --     --               --      --"
"EC   Electronics     59417   --      --    102724 --       --    43033   --    73597   33527   --     --       --    --      --    24931 47696 64002 111141 --    --   42344              --      --"
"EE   Electrical      51656   --      --    47180 --        --    50579   --      --    44297 78987    --     34243   --      --    29369   --  41565 46913   --   --     --               --      --"
"ME   Mechanical      60187   --      --    57623 --      66151   50967   --      --    40018   --     --     43214   --    45142   39918 47495 53198 77958   -- 101167 65033              --      --"
"76     E076   Proudadevaraya Institute of Technology       Hospet"
"1G    1K     1R       2AG  2AK     2AR     2BG    2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR   GM  GMK           GMR    SCG  SCK       SCR     STG     STK     STR"
"CE   Civil             --    --     --     98204 --       --      --     --     --     74133   --     --       --    --     --  61581 --           72695 85771  --       90374    --       --     --"
"CS   Computers         --    --     --       --   --      --      --     --     --       --    --     --       --    --     -- 111955 --             --    --   --         --     --       --     --"
"EC   Electronics       --    --     --       --   --      --      --     --     --       --    --     --       --    --     -- 109222 --             --    --   --         --     --       --     --"
"EE   Electrical        --    --     --       --   --      --      --     --     --       --    --     --       --    --     -- 111435 --             --    --   --         --     --       --     --"
"ME   Mechanical        --    --     --     104367 --      --      --     --     --     82722   --     --     82640   --     --  78890 --           79489 111727 --         --     --     93212    --"
"77     E077   Vidya Vikas Institute of Engineering and Technology          Mysore"
"1G    1K      1R     2AG    2AK    2AR     2BG    2BK    2BR     3AG    3AK    3AR     3BG   3BK   3BR    GM   GMK   GMR             SCG   SCK    SCR   STG        STK     STR"
"CE   Civil           40128   --      --    46763   --      --    57338   --     --     35997   --      --    33431   --    --  33426 44522 49469           48693   --    --     --        --     56846"
"CS   Computers       44797   --      --    36255   --    81939   34325   --     --     40126   --      --    31291   --    --  28870 35138 42967           68770   --  79027    --        --       --"
"EC   Electronics     37146   --    56385   49200   --    78576   34326   --     --     35592   --      --    35062   --  50107 34263 39332 44036           65388 72967 93790 43946        --       --"
"EE   Electrical      86061   --      --    79363   --      --    68514   --     --     52360   --    79200   58992   --    --  51287 57726 59277           73890 87139 105302 67288       --       --"
"IE   Info.Science    73086   --      --    58226   --      --    64626   --     --     43793   --      --    45776   --    --  40171 52995 64875           67091   --    --     --        --       --"
"ME   Mechanical      40573   --      --    50622   --    56945   42765   --     --     42831   --      --    39368 62753   --  37794   --  38354           51876   --  62323    --        --       --"
"78     E078   The Oxford College of Engineering      Bangalore"
"1G    1K      1R      2AG  2AK   2AR   2BG        2BK    2BR  3AG  3AK         3AR     3BG    3BK    3BR      GM   GMK       GMR      SCG  SCK   SCR   STG         STK     STR"
"AU Automobile        86724   --      --    110769 --     --  92562       --     -- 102675 --          --       --    --      --    84619   --      91533   98524   --    --    --         --      --"
"BT Bio Technology      --    --      --    101875 --     --  86127       --     --  81839 --          --     85542   --      --    81110   --      88657   106383 --     --    --         --      --"
"CE Civil             58523   --    67634   58966 --    80208 53564       --     --  56479 --          --     56195   --    63308   49262 52516     57235   61223 97425 67126 66075        --      --"
"CS Computers         23223   --    50411   39566 55556 50094 29772       --     --  24239 --          --     24304   --      --    22219 34230     44903   65187   -- 100079 49389        --      --"
"CT Const. Tech.        --    --      --      --    --    --    --        --     --    --  --          --       --    --      --    108513 --         --      --    --    --    --         --      --"
"Mgmt."
"EC Electronics       37421   --     --     40981   --    56308   31110   --    --  38627   --    --  42167           --    61723   27887   42050   34891   68928    --   111800 41634     --      --"
"EE Electrical        81697   --     --     91540   --      --    93024   --    --  64971   --    --    --            --      --    60779   61174   68171   105288   --     --   79517     --      --"
"IE Info.Science      40444   --     --     57113   --    78581   53847   --  55232 40456 83968   --  43257           --      --    38678   43051   49305   104479   --     --   91807     --      --"
"ME Mechanical        48461   --     --     51714   --    67487   35569 95424   --  39625   --  41200 39276           --      --    35480   48249   38751   62872    --   80076 95181      --      --"
"MT Mechatronics      85615   --     --     96366   --      --    99279   --    --  79092   --    --  79186           --      --    70837     --      --    96247    --     --     --      --      --"
"79     E079   Acharya Institute of Technology      Bangalore"
"1G    1K     1R      2AG   2AK   2AR   2BG   2BK   2BR   3AG            3AK    3AR     3BG    3BK    3BR      GM     GMK     GMR      SCG   SCK  SCR       STG     STK     STR"
"AE Aeronaut.Engg     20864   --     --     16568 --      --  14803 93947   --  13968           --      --    16655   --      --    12278     --    18311   25933 109130 --         --     --     43917"
"AU Automobile        36905   --     --     59868 -- 106866 34164     --    --  35215           --    88290   42037   --      --    32227   71425   83798   92443   --    --        --     --       --"
"BT Bio Technology      --    --     --     40398 --      --  55479   --    --  32974           --      --      --    --      --    27682   46666   62324   102019 --     --      71849    --     81023"
"CE Civil             28428 34752    --     28830 --    37987 27167   --    --  26047           --    26304   26859   --    28927   22397   26225   25319   45196   --  71314     29234    --       --"
"CS Computers         18020   --     --     20217 51222 23415 16074   --  42556 15196           --      --    16149   --    24693   13212   26220   18528   49170   --  51188     24396    --       --"
"CT Const. Tech.        --    --     --     99460 --      --    --    --    --  92959           --      --      --    --      --    89250     --      --    102897 --     --      89682    --       --"
"Mgmt."
"EC Electronics       21478   --    30781   20924 --      28750   12623   --    44563   12792 22083   --  13783   --    --  12308 18524             19681   44770   --  67038 26481        --      --"
"EE Electrical        43381   --      --    35638 --      39343   52727   --      --    25081   --  42181 28761 34371   --  22779 26600             26719   75058   -- 107191 28650        --      --"
"IE Info.Science      32094   --      --    24599 --      42407   30621   --    27495   18798   --    --  26235   --    --  18698 21738             27054   96358   --    --  48300        --      --"
"ME Mechanical        23132   --    27058   28882 48688   45779   19758   --      --    22257   --    --  22147   --  34359 18492 21863             24668   46121 61704 65601 28858        --      --"
"MN Mining              --    --      --      --    --      --      --    --      --      --    --    --    --    --    -- 112370 --                  --      --    --    --    --         --      --"
"                                                             ENGINEERING CUTOFF RANK OF CET-2015 - (ROUND-3 ALLOTMENT) ( General ) 21-07-2015"
"79     E079   Acharya Institute of Technology      Bangalore"
"1G     1K   1R      2AG     2AK     2AR     2BG      2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR  GM   GMK       GMR     SCG   SCK    SCR    STG    STK   STR"
"MS Manufacturing       --     --   --      --      --      --      --       --     --      --     --     --      --     --     -- 100258 --        --      --    --     --     --     --    --"
"Sc. Engg"
"MT Mechatronics      38452    --   --   60169      --      --     30802     --     --     25365   --     --     29256   --     --    24525 46475 79505 99483     --     --     --     --    --"
"81     E081   H M S Institute of Technology      Tumkur"
"1G     1K   1R      2AG     2AK     2AR     2BG      2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR     GM   GMK    GMR     SCG   SCK    SCR    STG    STK   STR"
"CE   Civil             --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    110824 --     --      --    --     --     --     --    --"
"CS   Computers         --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    107042 --     --      --    --     --     --     --    --"
"EC   Electronics       --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    111646 --     --      --    --     --     --     --    --"
"EE   Electrical        --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    109729 --     --      --    --     --     --     --    --"
"ME   Mechanical        --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    112439 --     --      --    --     --     --     --    --"
"82     E082   J S S Academy of Technical Education        Bangalore"
"1G    1K    1R   2AG   2AK   2AR   2BG               2BK    2BR      3AG   3AK    3AR      3BG  3BK   3BR    GM   GMK       GMR     SCG   SCK    SCR   STG     STK   STR"
"CE Civil             33647   --    --  28559 --    30056 28984              --      --    22638   --    36910   21700   --    --  19435 28229     25431   39708   --    --   26943    --    --"
"CS Computers         14917 39559   --  14041 --    26775 18310              --      --     8600   --    19530    8066   --    --   7056 17657     16111   57383   --    --   36274    --    --"
"EC Electronics       16633   --  20808 15794 26331 45933 19659              --      --     8958   --      --     9085   --  18974 7320 8289       18038   49477 61810 100390 32227    --    --"
"IE Info.Science      22224   --    --  16045 --    39875 20097              --    79772   13538   --      --    13998 32269   --   8492 19100     18048   60137   --    --   41999    --    --"
"IM Ind. Engg.        49548   --    --  56185 --      --  67530              --      --    52475   --      --    57912   --    --  48512 92966     65845   99169   --    --   93015    --    --"
"Mgmt."
"IT Inst.Tech.        40463    --   --   61492      --       --  59763       --     --     37808   --     --       --    --      --  31967   --  76613 110180 --     --    --          --    --"
"ME Mechanical        31171    --   --   25671      --     27771 24786       --     --     19065   --     --     19725   --    32550 14950 24219 25134 53223 87159 91649 25192         --    --"
"83     E083   H.K.B.K.College of Engineering      Bangalore"
"1G     1K   1R     2AG  2AK         2AR  2BG  2BK           2BR  3AG  3AK         3AR     3BG    3BK    3BR   GM    GMK   GMR        SCG  SCK    SCR    STG    STK   STR"
"CE   Civil           82606    --   --   111325 --          --  83178 --            -- 111366 --          --       --    --     --  81464 107327 94898     112337 --     --      --    --    --"
"CS   Computers       40369    --   --   64922 --           --  41876 --            --  48561 --          --     52636   --     --  38216   --   93748     105250 --     --    62120   --    --"
"EC   Electronics     89625    --   --     --   --          -- 102718 --            --  87661 --          --       --    --     --  82525 107524 93876     93149  --     --      --    --    --"
"EE   Electrical        --     --   --     --   --          --    --  --            --    --  --          --       --    --     -- 106319 --       --        --   --     --      --    --    --"
"IE   Info.Science    94801    --   --   90996 --           --  84676 --            --  71772 --          --       --    --     --  66170   --   89023       --   --     --    80806   --    --"
"ME   Mechanical      96777    --   --   87878 --           --  61325 --            --  72081 --          --     61336   --     --  57373 65331 91585      107970 --     --    81051   --    --"
"85     E085   APS College of Engineering    Somanahalli, Bangalore"
"1G     1K   1R     2AG  2AK         2AR      2BG  2BK       2BR  3AG   3AK   3AR   3BG           3BK    3BR   GM   GMK       GMR   SCG  SCK      SCR  STG  STK       STR"
"CE   Civil           74596    --   --   81710 --            --    87250  --        --  79336   --  89644 75180          --     --  71378 72554    85641 96802  --       --    --  --        --"
"CS   Computers       64236    --   --   54013 --          69280   70631  --        --  50647 88128   --  59330          --     --  47542   --     58748 80600  --       --  76181 --        --"
"EC   Electronics       --     --   --   103343 --           --    102468 --        -- 100373 --      --    --           --     -- 100359 --       105201 --    --       -- 111936 --        --"
"IE   Info.Science    111064   --   --     --   --           --      --   --        -- 107216 --      --    --           --     -- 102467 --         -- 110123 --        --    --  --        --"
"ME   Mechanical      95060    --   --   88832 --            --    109964 --        --  87255   --    --  79245          --     --  78018 97820    110641105954 --       --    --  --        --"
"86     E086 Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)"
"Anekal,Bangalore"
"1G     1K   1R      2AG     2AK     2AR     2BG      2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR     GM   GMK    GMR     SCG   SCK    SCR    STG    STK   STR"
"CS   Computers         --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    112083 --     --      --    --     --     --     --    --"
"EC   Electronics       --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    105237 --     --      --    --     --     --     --    --"
"EE   Electrical        --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    111379 --     --      --    --     --     --     --    --"
"ME   Mechanical        --     --   --      --      --      --      --       --     --      --     --     --      --     --     --    111654 --     --      --    --     --     --     --    --"
"87     E087   Vivekananada Institute of Technology        Bangalore"
"1G     1K   1R     2AG  2AK         2AR     2BG      2BK    2BR     3AG    3AK    3AR     3BG    3BK    3BR   GM   GMK    GMR   SCG  SCK         SCR   STG     STK   STR"
"CE   Civil           110248   --   --   96022 --           --     67985     --     --     67784   --     --       --    --     --  63724 73470 74198 72968  --         92270 88479    --    --"
"CS   Computers       61515    --   --   90765 --           --     64873     --     --     61404   --     --     66668   --     --  60455 65970 105900 89383 --           --    --     --    --"
"EC   Electronics       --     --   --     --   --          --       --      --     --       --    --     --       --    --     -- 111589 --      --     --  --           --    --     --    --"
"IE   Info.Science      --     --   --     --   --          --       --      --     --       --    --     --       --    --     -- 109511 --      --     --  --           --    --     --    --"
"ME   Mechanical      95612    --   --   112205 --          --     81125     --     --     78833   --     --     80897   --     --  65963   --  77984 110967 --           --    --     --    --"
"TC   Telecommn.        --     --   --     --   --          --       --      --     --       --    --     --       --    --     -- 102970 --      --     --  --           --    --     --    --"
"88     E088 Bangalore College of Engineering and Technology               Chandapura,"
"Bangalore"
"                                                               ENGINEERING CUTOFF RANK OF CET-2015 - (ROUND-3 ALLOTMENT) ( General ) 21-07-2015"
"88     E088 Bangalore College of Engineering and Technology               Chandapura,"
"Bangalore"
"1G     1K    1R       2AG  2AK      2AR     2BG      2BK   2BR    3AG    3AK    3AR     3BG    3BK    3BR      GM   GMK       GMR  SCG  SCK        SCR  STG  STK     STR"
"CE   Civil           94748    --    --     112321 --       --     90798     --    --    81566   --     --     83838   --     --     74789 91285      -- 110169 --         -- 109817 --      --"
"CS   Computers         --     --    --       --   --       --       --      --    --      --    --     --       --    --     --     111793 --        --   --   --         --   --   --      --"
"EC   Electronics       --     --    --       --   --       --       --      --    --      --    --     --       --    --     --     107833 --        --   --   --         --   --   --      --"
"EE   Electrical        --     --    --       --   --       --       --      --    --      --    --     --       --    --     --     105000 --        --   --   --         --   --   --      --"
"IE   Info.Science      --     --    --       --   --       --       --      --    --      --    --     --       --    --     --       --    --       --   --   --         --   --   --      --"
"ME   Mechanical        --     --    --       --   --       --       --      --    --      --    --     --       --    --     --     110146 --        --   --   --         --   --   --      --"
"89     E089   B T L Institute of Technology and Management          Bangalore"
"1G     1K    1R       2AG     2AK   2AR     2BG      2BK   2BR    3AG    3AK    3AR     3BG    3BK    3BR      GM   GMK       GMR     SCG    SCK   SCR   STG   STK   STR"
"CE   Civil             --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     112230 --        --      --     --    --    --    --    --"
"CS   Computers         --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     105871 --        --      --     --    --    --    --    --"
"EC   Electronics       --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     108801 --        --      --     --    --    --    --    --"
"EE   Electrical        --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     106419 --        --      --     --    --    --    --    --"
"IE   Info.Science      --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     109513 --        --      --     --    --    --    --    --"
"ME   Mechanical        --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     111747 --        --      --     --    --    --    --    --"
"90     E090   Sri Revana Siddeswara Institute of Technology          Bangalore"
"1G     1K    1R       2AG     2AK   2AR     2BG      2BK   2BR    3AG    3AK    3AR     3BG    3BK    3BR      GM   GMK       GMR     SCG    SCK   SCR   STG   STK   STR"
"CE   Civil             --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     112231 --        --      --     --    --    --    --    --"
"CS   Computers         --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     109957 --        --      --     --    --    --    --    --"
"EC   Electronics       --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     107198 --        --      --     --    --    --    --    --"
"ME   Mechanical        --     --    --       --      --    --      --       --    --     --     --     --      --     --     --     112216 --        --      --     --    --    --    --    --"
"91     E091   K S Institute of Technology     Bangalore"
"1G     1K     1R     2AG   2AK   2AR   2BG           2BK   2BR    3AG   3AK   3AR   3BG        3BK    3BR      GM     GMK     GMR   SCG   SCK    SCR   STG     STK   STR"
"CS   Computers       33161    --   57629   23627 --    65099 46700          --    --    17344   --    --  17968       --    67474   15913   17804   32081 82951   --    --   56078    --    --"
"EC   Electronics     25455    --     --    26577 --      --  26016          --    --    21640 48381 37759 24731       --      --    19618   48302   37548 69571   --  79542 86323     --    --"
"ME   Mechanical      47498    --     --    42110 49116 53577 50716          --    --    32006   --    --  55727       --      --    28543   38810   41027 87259 90959 101235 34020    --    --"
"TC   Telecommn.      88101    --     --    72619 --      --    --           --    --    67890   --    --    --        --      --    65012   97060   95394   --    --    --     --     --    --"
"92     E092   Vemana Institute of Technology        Bangalore"
"1G     1K    1R       2AG  2AK   2AR   2BG  2BK            2BR    3AG    3AK    3AR      3BG  3BK     3BR   GM   GMK          GMR      SCG  SCK  SCR  STG      STK   STR"
"CE   Civil             --     --    --     102933 --     --  76837 --             --    71251   --      --    111115 --      --  70629 82437        88385   95564  -- 110563 --       --    --"
"CS   Computers       93579    --    --     38649 --    72022 37952 --             --    34308   --    45342   35078  --      --  31904 43494        44263   101331 --   --    --      --    --"
"EC   Electronics       --     --    --     67138 68816 73824 97756 --             --    58064   --    71138   68050  --      --  47912 57828        65666   102037 --   --  52896     --    --"
"IE   Info.Science      --     --    --     88475 --      --  83912 --             --    76264   --      --    79379  --      --  66440 71038        75484   105827 --   --  97801     --    --"
"ME   Mechanical      110532   --    --     111623 --     -- 102609 --             --    89626   --      --      --   --      --  83238   --         88388   111868 --   --    --      --    --"
"TC   Telecommn.        --     --    --       --    --    --    --  --             --      --    --      --      --   --      -- 110847 --             --      --   --   --    --      --    --"
"93     E093   Basavakalyana Engineering College        Basavakalyana"
"1G     1K    1R       2AG  2AK      2AR     2BG      2BK   2BR    3AG    3AK    3AR     3BG    3BK    3BR   GM  GMK           GMR     SCG    SCK   SCR  STG  STK     STR"
