Year,Round,College,College Code,Branch,Category,Closing Rank
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,95751
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,92594
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,84938
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,84335
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,ELECTRONICS AND COMMUNICATION ENGINEERING,3BR,77767
2016,3rd,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,MECHANICAL ENGINEERING,GMR,126765
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,MECHANICAL ENGINEERING,1R,113299
2016,1st,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,E188,MECHANICAL ENGINEERING,2AR,121666
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,1K,48016
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,2BG,68392
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,2BR,44245
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,3AK,97039
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,1R,77274
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,2AK,50028
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,2AR,72629
2023,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,3AG,50940
2023,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,AERONAUTICAL ENGINEERING,3AR,97039
2020,Round 2020,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,1K,45305
2020,Round 2020,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,2AK,32692
2020,Round 2020,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,SCK,52832
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,3AK,60566
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,3BK,66805
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,GMK,56034
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,SCG,63935
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,STG,84155
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,2BK,67956
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,GMR,46579
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,2BG,46865
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,3AG,45760
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,3BG,36870
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,GM,36130
2020,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,AUTOMOBILE ENGINEERING,SCR,81187
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3AK,71914
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2AG,91392
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2BK,85990
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3BK,58985
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,1K,152082
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2AK,85291
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2AR,75884
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2BG,89644
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3AG,26915
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3AR,38066
2022,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,2BR,55670
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3BG,17651
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,GM,14036
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,GMR,20170
2020,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,SCG,83459
2020,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,SCK,35764
2020,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,CB COMP SC AND,3BR,17469
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,COMPUTER SCIENCE AND ENGINEERING,1K,103884
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,COMPUTER SCIENCE AND ENGINEERING,1R,97876
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2AG,54808
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2AR,47370
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2BK,60367
2024,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2AK,75669
2024,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2BG,82083
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3AG,102324
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3AK,18895
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3BG,43531
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,GM,77323
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,2BR,122987
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3AR,29260
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3BK,54375
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,SCK,198828
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,SCG,162546
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,GMR,95950
2022,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,GMK,172495
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,COMPUTER SCIENCE AND ENGINEERING,3BR,26735
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,DATA SCIENCE,2AK,99747
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,DATA SCIENCE,2BG,99888
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,DATA SCIENCE,1K,135657
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,105663
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,117099
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,88149
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,188671
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,77569
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,189446
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,69705
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,117665
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,2BR,89711
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,1K,130221
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,2AG,83667
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,ELECTRONICS AND COMMUNICATION ENGINEERING,2AK,91123
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,115664
2024,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,77149
2024,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E279,ELECTRONICS AND COMMUNICATION ENGINEERING,1R,77149
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,GMK,180060
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,GMR,182845
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,1K,117159
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,2AK,104343
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,2BR,90876
2022,Round 2022,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3AK,99428
2022,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,2BG,99872
2022,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3AR,99681
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3BK,68510
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,GM,82008
2021,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,2BK,81269
2021,Round 2021,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3BR,63012
2021,Round 2021,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,SCG,97608
2020,Round 2020,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3AG,52326
2020,Round 2020,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,E278,MECHANICAL ENGINEERING,3BG,59812
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,1R,104027
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,2AK,85329
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,2BK,66156
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,3AG,77841
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,3AK,67232
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,3BK,64830
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,2AR,96492
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,2BR,92061
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BB,3AR,84931
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,2BK,61355
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,2BR,52166
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,3AR,56022
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,3BK,72673
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,3BR,49061
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,1R,68557
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,2AR,59971
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,BG,3AK,71961
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,3AR,52407
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,3BG,41800
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,3BK,33468
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,3BR,45911
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,2AK,42287
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,2BG,66186
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,2BK,38347
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,2BR,92964
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,3AG,75197
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,3AK,38923
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,1K,64900
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,1R,45964
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,2AR,61373
2024,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,GM,44327
2023,Round 2023,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,COMPUTER SCIENCE AND ENGINEERING,2AG,29888
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,GMK,37758
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,SCG,44458
2023,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,SCR,91577
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,SCK,91577
2023,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,COMPUTER SCIENCE AND ENGINEERING,GMR,40267
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3BR,97691
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,2AK,90038
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,76060
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,72072
2024,3rd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,85557
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,90618
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,99955
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,97691
2024,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,97691
2024,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E289,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,98340
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,MECHANICAL ENGINEERING,2AG,149125
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,MECHANICAL ENGINEERING,2AR,139225
2024,Round 2024,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,MECHANICAL ENGINEERING,2BK,135322
2024,2nd,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,MECHANICAL ENGINEERING,2BR,166515
2023,1st,VISVESVARAYA TECHNOLOGICAL UNIVERSITY - REGIONAL CENTER,E290,MECHANICAL ENGINEERING,1K,189244
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3BG,79826
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3BR,84796
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,1K,70837
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2AR,82863
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2BK,95352
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3AK,69483
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2BG,88825
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3AG,92295
2024,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3AR,70131
2024,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,3BK,84796
2023,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2AK,97686
2023,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,GMR,82707
2023,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2AG,126239
2023,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,GM,37299
2023,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,GMK,52197
2022,Round 2022,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,ARTIFICIAL INTELLIGENCE,2BR,54717
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,2AK,166815
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,3BK,131046
2020,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,GMK,56897
2019,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,GMR,128140
2017,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,1R,121384
2016,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,2AR,82152
2016,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,2BK,92832
2016,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,2BR,81436
2016,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,3AR,77784
2016,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,CIVIL ENGINEERING,3BG,81375
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,2BR,66868
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3AR,72875
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3BK,78856
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3BR,68676
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,GM,112240
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,1K,84159
2024,Round 2024,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,2AK,81991
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3AG,81681
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3BG,90036
2024,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,2BG,75941
2023,Round 2023,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,SCG,100785
2023,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,GMK,181053
2023,3rd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,GMR,73569
2021,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,2BK,182554
2021,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,2AR,58049
2021,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,3AK,87758
2020,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,SCK,102231
2018,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,1R,97039
2017,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,COMPUTER SCIENCE AND ENGINEERING,GMRH,89906
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,2AG,128824
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,2BR,130197
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,3AR,100389
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,3BR,94597
2024,2nd,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,GMK,99893
2024,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,2BK,88036
2024,1st,VIVEKANANADA COLLEGE OF ENGINEERING TECHNOLOGY,E121,DATA SCIENCE,3AK,100389
