Year,Round,College,College Code,Branch,Category,Closing Rank
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,2AK,69922
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,2BG,92635
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3AG,70686
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3BG,62771
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3BK,57168
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,GM,66049
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,1K,65009
2024,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3BR,66049
2024,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,2BR,57168
2024,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3AR,62771
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,2BK,53438
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,GMK,52995
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,AD ARTIFICIAL,3AK,58233
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,2BG,92864
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,3AG,72464
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,3BG,70832
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,GM,66740
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,1K,90639
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,2AK,86294
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,3AK,52600
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,3BK,50099
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ARTIFICIAL INTELLIGENCE,GMK,54331
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,3BR,145770
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,GMK,75207
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,1K,76323
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,2AK,76196
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,2BK,81619
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,3BG,70782
2024,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,3BK,143380
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,2BR,56659
2023,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,3AR,50422
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,CIVIL ENGINEERING,GMR,174073
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3BK,45664
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3BR,82685
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,GM,137550
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2AK,99708
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2BK,68903
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2BR,94256
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3AK,60708
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3AR,84533
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3BG,86896
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,1K,67401
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2AG,117363
2024,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2BG,65079
2024,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,GMK,146413
2024,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,SCG,156535
2024,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,3AG,81929
2023,Round 2023,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,GMR,143235
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,2AR,37986
2021,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,1R,33378
2018,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,STG,85828
2017,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,SCK,52818
2017,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,COMPUTER SCIENCE AND ENGINEERING,GMRH,72749
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,1R,75747
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,66362
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,3BR,59696
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,81464
2022,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,SCK,91413
2022,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,3BK,62964
2022,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,81464
2022,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,SCR,91413
2021,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,80979
2021,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,78510
2021,Round 2021,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,76150
2021,Round 2021,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,78977
2019,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,112034
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,GM,55111
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,2AR,43705
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,2BK,56410
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,3BK,45680
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,GMK,42824
2022,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,SCG,59480
2021,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,GMR,52257
2021,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,SCK,62479
2021,2nd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,3BG,52736
2021,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,3BR,58836
2020,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,3AR,79678
2018,1st,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,IE,1R,94466
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,MECHANICAL ENGINEERING,2AK,186697
2024,Round 2024,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,MECHANICAL ENGINEERING,3AR,194970
2023,3rd,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,MECHANICAL ENGINEERING,GMK,187807
2022,Round 2022,A J INSTITUTE OF ENGINEERING AND TECHNOLOGY,E254,MECHANICAL ENGINEERING,GMR,148691
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,3AG,22336
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,3AR,21306
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,3BK,19902
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,GMK,23735
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,GMR,27817
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,2AR,27459
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,2BK,23706
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,3BR,10619
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,1R,12650
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,2BR,11636
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AE,SCK,29804
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,GM,35853
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,1K,45876
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,2AK,48253
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,2BG,69689
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3BG,46005
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3AK,52829
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3BK,50299
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,2BK,52114
2023,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3AR,47834
2023,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,2BR,49343
2023,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3AG,49343
2023,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,3BR,66042
2021,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,GMR,71396
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,SCG,35412
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,SCR,72455
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,GMK,20683
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,SCH,10123
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,STRH,66111
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AERONAUTICAL ENGINEERING,STG,18201
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,1K,30560
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2AK,26874
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2BG,28105
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3AG,23839
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3BG,24568
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3BR,26756
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,GM,74670
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2BR,30067
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3AR,33241
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3BK,41240
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2BK,22627
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,3AK,24185
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,GMK,64883
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2AG,43068
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,2AR,37516
2021,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,GMR,27893
2021,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,ARTIFICIAL INTELLIGENCE,SCK,82397
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,3BK,41122
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,GMK,34759
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,GMR,39145
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,SCK,84503
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,1R,48391
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,2AR,52963
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,2BK,78752
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,3AK,40462
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AU,SCG,49445
2021,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,2AK,146770
2021,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3AG,145793
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,1K,118412
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,GM,60871
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,GMK,96690
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,GMR,143705
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,2AG,82894
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,2BG,65559
2018,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3BG,71661
2017,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3BR,36202
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,SCH,42208
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3AKH,49433
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3AR,27504
2017,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,2BR,45032
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,SCG,42948
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,SCK,63661
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,2BK,58598
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3AK,39520
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,AUTOMOBILE ENGINEERING,3BK,46430
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,3AK,69311
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,3BG,53433
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,3BR,84250
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,2AK,66915
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,2BR,59040
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,2BG,61356
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,SCK,50900
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,SCG,37366
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,3BK,23425
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,GMK,18734
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,1R,40956
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,2AR,21065
2018,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,BIOTECHNOLOGY,2BK,41608
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3AK,98075
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3BG,26007
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3BK,24922
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3BR,31141
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,1K,149506
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2AG,122772
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2AK,33146
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2BG,63292
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2BK,128053
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2AR,80896
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2BR,42651
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3AR,37573
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,GM,20822
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,GMR,87040
2023,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,GMK,184728
2023,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,3AG,23797
2020,Round 2020,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,SCG,88709
2020,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,SCR,88709
2020,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,SCK,88709
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,1R,107869
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,2AKH,31903
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,SCH,15824
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,CIVIL ENGINEERING,STH,47416
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3AK,61863
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3BG,77783
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3BK,28565
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3BR,34320
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,GM,71877
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2AK,31608
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2AR,37434
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2BG,146132
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2BR,20279
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3AG,77746
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,1K,24853
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2AG,25546
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2BK,42272
2024,1st,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,GMK,82825
2023,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,3AR,31666
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,GMR,90646
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,SCK,65031
2022,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,SCG,68056
2019,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,1R,24395
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,SCH,12134
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,1KH,25568
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,2AKH,21739
2017,2nd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,STH,20712
2016,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,COMPUTER SCIENCE AND ENGINEERING,SCR,25525
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,2BK,36152
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3AK,24193
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3BK,23928
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,GM,24593
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,SCG,72299
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,SCR,82656
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,1K,26320
2024,Round 2024,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,2AK,28554
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,GMK,35791
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,2AG,73962
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,2BG,69456
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,2BR,128819
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3AR,36962
2024,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3BR,31102
2023,Round 2023,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3AG,40447
2023,3rd,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,3BG,26991
2022,Round 2022,ACHARYA INSTITUTE OF TECHNOLOGY,E079,DATA SCIENCE,GMR,81686
